trash,frame,trash,rgyr
frame,0,:,25.839345932006836
frame,1,:,20.99053382873535
frame,2,:,18.590375900268555
frame,3,:,18.133413314819336
frame,4,:,17.762006759643555
frame,5,:,18.037506103515625
frame,6,:,18.164596557617188
frame,7,:,16.126699447631836
frame,8,:,14.716639518737793
frame,9,:,13.361371040344238
frame,10,:,13.659263610839844
frame,11,:,12.682513236999512
frame,12,:,12.393238067626953
frame,13,:,12.365530967712402
frame,14,:,13.086222648620605
frame,15,:,13.740822792053223
frame,16,:,14.124202728271484
frame,17,:,13.425613403320313
frame,18,:,13.994820594787598
frame,19,:,14.997180938720703
frame,20,:,14.585195541381836
frame,21,:,13.875823020935059
frame,22,:,12.420967102050781
frame,23,:,12.636456489562988
frame,24,:,12.275642395019531
frame,25,:,12.95527458190918
frame,26,:,13.283356666564941
frame,27,:,13.003786087036133
frame,28,:,12.91327953338623
frame,29,:,13.13234806060791
frame,30,:,12.9434232711792
frame,31,:,13.257038116455078
frame,32,:,12.104081153869629
frame,33,:,12.421910285949707
frame,34,:,12.096452713012695
frame,35,:,13.311548233032227
frame,36,:,12.807352066040039
frame,37,:,13.7261381149292
frame,38,:,13.107647895812988
frame,39,:,13.53177547454834
frame,40,:,13.974553108215332
frame,41,:,13.696807861328125
frame,42,:,13.221932411193848
frame,43,:,13.17013168334961
frame,44,:,12.443241119384766
frame,45,:,13.344325065612793
frame,46,:,13.665867805480957
frame,47,:,13.06113052368164
frame,48,:,15.209939002990723
frame,49,:,13.88060474395752
frame,50,:,14.344609260559082
frame,51,:,13.591691970825195
frame,52,:,13.844882011413574
frame,53,:,14.050407409667969
frame,54,:,13.798739433288574
frame,55,:,13.193585395812988
frame,56,:,13.520286560058594
frame,57,:,13.55334758758545
frame,58,:,13.558730125427246
frame,59,:,13.807025909423828
frame,60,:,14.45505142211914
frame,61,:,13.747817993164063
frame,62,:,13.50516414642334
frame,63,:,12.907171249389648
frame,64,:,13.154815673828125
frame,65,:,13.131645202636719
frame,66,:,14.474248886108398
frame,67,:,13.36629581451416
frame,68,:,13.508529663085938
frame,69,:,14.004595756530762
frame,70,:,13.510307312011719
frame,71,:,13.204056739807129
frame,72,:,15.254927635192871
frame,73,:,15.35473918914795
frame,74,:,14.362836837768555
frame,75,:,15.066192626953125
frame,76,:,15.659282684326172
frame,77,:,15.727937698364258
frame,78,:,14.903672218322754
frame,79,:,15.686342239379883
frame,80,:,13.139181137084961
frame,81,:,13.080703735351563
frame,82,:,13.397358894348145
frame,83,:,13.082075119018555
frame,84,:,14.05847454071045
frame,85,:,14.368996620178223
frame,86,:,13.158051490783691
frame,87,:,14.64517593383789
frame,88,:,14.21628189086914
frame,89,:,13.4380521774292
frame,90,:,13.253290176391602
frame,91,:,12.637096405029297
frame,92,:,12.994701385498047
frame,93,:,12.943992614746094
frame,94,:,15.102068901062012
frame,95,:,14.3548583984375
frame,96,:,13.557836532592773
frame,97,:,15.18612003326416
frame,98,:,13.477486610412598
frame,99,:,12.67142391204834
frame,0,:,13.470499992370605
frame,1,:,13.991453170776367
frame,2,:,14.489115715026855
frame,3,:,13.053916931152344
frame,4,:,14.589980125427246
frame,5,:,15.661338806152344
frame,6,:,14.242328643798828
frame,7,:,14.514924049377441
frame,8,:,14.343554496765137
frame,9,:,13.841191291809082
frame,10,:,14.206319808959961
frame,11,:,14.750589370727539
frame,12,:,14.390945434570313
frame,13,:,15.025026321411133
frame,14,:,13.353736877441406
frame,15,:,13.850080490112305
frame,16,:,14.325860977172852
frame,17,:,13.61612319946289
frame,18,:,12.950054168701172
frame,19,:,14.752028465270996
