trash,frame,trash,rgyr
frame,0,:,17.973613739013672
frame,1,:,16.275535583496094
frame,2,:,14.322610855102539
frame,3,:,14.63780403137207
frame,4,:,16.281597137451172
frame,5,:,15.79430103302002
frame,6,:,15.317449569702148
frame,7,:,15.269086837768555
frame,8,:,15.145174026489258
frame,9,:,14.371989250183105
frame,10,:,14.48091983795166
frame,11,:,13.227523803710938
frame,12,:,13.915270805358887
frame,13,:,14.121195793151855
frame,14,:,14.124031066894531
frame,15,:,15.782508850097656
frame,16,:,15.331786155700684
frame,17,:,15.58438777923584
frame,18,:,15.759279251098633
frame,19,:,15.555384635925293
frame,20,:,16.172456741333008
frame,21,:,14.50136661529541
frame,22,:,15.48598861694336
frame,23,:,14.88334846496582
frame,24,:,15.041260719299316
frame,25,:,15.0484037399292
frame,26,:,15.353020668029785
frame,27,:,15.028676986694336
frame,28,:,14.954554557800293
frame,29,:,14.682337760925293
frame,30,:,14.025521278381348
frame,31,:,13.608339309692383
frame,32,:,13.645608901977539
frame,33,:,13.494097709655762
frame,34,:,13.780526161193848
frame,35,:,13.77393913269043
frame,36,:,13.471773147583008
frame,37,:,13.998961448669434
frame,38,:,13.858238220214844
frame,39,:,13.313962936401367
frame,40,:,14.18620777130127
frame,41,:,14.367412567138672
frame,42,:,13.60865306854248
frame,43,:,14.063558578491211
frame,44,:,13.623260498046875
frame,45,:,13.831357955932617
frame,46,:,13.547062873840332
frame,47,:,13.544286727905273
frame,48,:,12.57866096496582
frame,49,:,15.313704490661621
frame,0,:,13.856529235839844
frame,1,:,14.32491397857666
frame,2,:,14.513274192810059
frame,3,:,13.93667221069336
frame,4,:,13.96725082397461
frame,5,:,13.589006423950195
frame,6,:,14.834749221801758
frame,7,:,14.949348449707031
frame,8,:,14.87919807434082
frame,9,:,14.204707145690918
frame,10,:,14.406512260437012
frame,11,:,13.66198444366455
frame,12,:,14.020212173461914
frame,13,:,13.861288070678711
frame,14,:,14.302058219909668
frame,15,:,14.36185359954834
frame,16,:,14.369617462158203
frame,17,:,14.187248229980469
frame,18,:,13.756071090698242
frame,19,:,14.303001403808594
frame,20,:,14.568764686584473
frame,21,:,14.82784652709961
frame,22,:,15.042588233947754
frame,23,:,14.683598518371582
frame,24,:,14.822851181030273
frame,25,:,15.128046989440918
frame,26,:,14.637425422668457
frame,27,:,15.002126693725586
frame,28,:,15.345643043518066
frame,29,:,14.84053897857666
frame,30,:,14.213037490844727
frame,31,:,13.878166198730469
frame,32,:,13.66325569152832
frame,33,:,14.366506576538086
frame,34,:,15.459038734436035
frame,35,:,14.679730415344238
frame,36,:,14.993927001953125
frame,37,:,13.481642723083496
frame,38,:,13.353422164916992
frame,39,:,13.549812316894531
frame,40,:,13.46268081665039
frame,41,:,13.549776077270508
frame,42,:,13.239604949951172
frame,43,:,13.240828514099121
frame,44,:,13.939047813415527
frame,45,:,13.695740699768066
frame,46,:,13.94316577911377
frame,47,:,13.514835357666016
frame,48,:,13.686177253723145
frame,49,:,13.666739463806152
frame,50,:,13.720727920532227
frame,51,:,13.64944076538086
frame,52,:,13.782608032226563
frame,53,:,13.508946418762207
frame,54,:,13.973671913146973
frame,55,:,13.871496200561523
frame,56,:,13.235292434692383
frame,57,:,13.355375289916992
frame,58,:,13.364493370056152
frame,59,:,13.341506004333496
frame,60,:,13.854022026062012
frame,61,:,13.85678768157959
frame,62,:,13.786523818969727
frame,63,:,13.870292663574219
frame,64,:,13.541086196899414
frame,65,:,13.312721252441406
frame,66,:,13.400853157043457
frame,67,:,13.829280853271484
frame,68,:,13.69136905670166
frame,69,:,13.596088409423828
frame,70,:,13.154172897338867
frame,71,:,13.929689407348633
frame,72,:,13.38674259185791
frame,73,:,13.624165534973145
frame,74,:,13.630012512207031
frame,75,:,13.03089714050293
frame,76,:,13.417365074157715
frame,77,:,13.440655708312988
frame,78,:,13.389321327209473
frame,79,:,13.448343276977539
frame,80,:,13.366215705871582
frame,81,:,13.033571243286133
frame,82,:,13.861345291137695
frame,83,:,13.735427856445313
frame,84,:,13.759716033935547
frame,85,:,13.338434219360352
frame,86,:,13.40780258178711
frame,87,:,13.07209587097168
frame,88,:,13.565176963806152
frame,89,:,14.046504020690918
frame,90,:,14.064387321472168
frame,91,:,14.143403053283691
frame,92,:,13.554673194885254
frame,93,:,14.234220504760742
frame,94,:,13.586273193359375
frame,95,:,14.686439514160156
frame,96,:,13.712212562561035
frame,97,:,13.634029388427734
frame,98,:,13.291893005371094
frame,99,:,13.618427276611328
frame,100,:,13.066390037536621
frame,101,:,13.557168960571289
frame,102,:,13.850607872009277
frame,103,:,13.592214584350586
frame,104,:,13.748266220092773
frame,105,:,13.414602279663086
frame,106,:,13.235630989074707
frame,107,:,14.040197372436523
frame,108,:,14.399323463439941
frame,109,:,13.489568710327148
frame,110,:,13.665165901184082
frame,111,:,13.69917106628418
frame,112,:,14.29045581817627
frame,113,:,13.187984466552734
frame,114,:,14.613740921020508
frame,115,:,14.42935848236084
frame,116,:,14.82165241241455
frame,117,:,14.328970909118652
frame,118,:,14.230804443359375
frame,119,:,14.323648452758789
frame,120,:,14.271456718444824
frame,121,:,13.649918556213379
frame,122,:,15.479584693908691
frame,123,:,15.256729125976563
frame,124,:,15.544770240783691
frame,125,:,14.291638374328613
frame,126,:,13.966529846191406
frame,127,:,13.553390502929688
frame,128,:,13.902305603027344
frame,129,:,13.777240753173828
frame,130,:,12.972249031066895
frame,131,:,13.569379806518555
frame,132,:,13.231605529785156
frame,133,:,13.568253517150879
frame,134,:,13.594945907592773
frame,135,:,13.517559051513672
frame,136,:,13.209848403930664
frame,137,:,13.32265567779541
frame,138,:,14.260956764221191
frame,139,:,14.447882652282715
frame,140,:,14.215764999389648
frame,141,:,14.096026420593262
frame,142,:,14.410286903381348
frame,143,:,13.693897247314453
frame,144,:,13.836540222167969
frame,145,:,13.257325172424316
frame,146,:,13.8997163772583
frame,147,:,13.862430572509766
frame,148,:,13.383984565734863
frame,149,:,13.50613021850586
frame,150,:,13.362435340881348
frame,151,:,13.29316520690918
frame,152,:,13.490998268127441
frame,153,:,13.202286720275879
frame,154,:,13.554814338684082
frame,155,:,13.998368263244629
frame,156,:,13.897993087768555
frame,157,:,13.811036109924316
frame,158,:,13.578442573547363
frame,159,:,13.794069290161133
frame,160,:,13.943483352661133
frame,161,:,13.320381164550781
frame,162,:,13.753252983093262
frame,163,:,13.518026351928711
frame,164,:,13.720321655273438
frame,165,:,13.927170753479004
frame,166,:,13.850098609924316
frame,167,:,13.6988525390625
frame,168,:,13.106527328491211
frame,169,:,13.391951560974121
frame,170,:,13.7820463180542
frame,171,:,13.509249687194824
frame,172,:,13.771227836608887
frame,173,:,13.583412170410156
frame,174,:,13.706006050109863
frame,175,:,13.529020309448242
frame,176,:,13.582720756530762
frame,177,:,13.717284202575684
frame,178,:,13.680168151855469
frame,179,:,13.658121109008789
frame,180,:,13.550786018371582
frame,181,:,13.465205192565918
frame,182,:,13.662779808044434
frame,183,:,13.64197826385498
frame,184,:,14.28500747680664
frame,185,:,13.811745643615723
frame,186,:,13.80785846710205
frame,187,:,13.69515609741211
frame,188,:,13.968049049377441
frame,189,:,13.924595832824707
frame,190,:,13.218714714050293
frame,191,:,13.454334259033203
frame,192,:,13.404752731323242
frame,193,:,13.261713981628418
frame,194,:,13.649362564086914
frame,195,:,13.849594116210938
frame,196,:,13.872666358947754
frame,197,:,13.9274320602417
frame,198,:,14.140727043151855
frame,199,:,13.540425300598145
frame,200,:,13.478391647338867
frame,201,:,13.720632553100586
frame,202,:,13.918522834777832
frame,203,:,13.495040893554688
frame,204,:,13.834646224975586
frame,205,:,13.621438026428223
frame,206,:,13.73098087310791
frame,207,:,13.820428848266602
frame,208,:,13.595480918884277
frame,209,:,13.628144264221191
frame,210,:,13.579358100891113
frame,211,:,13.225695610046387
frame,212,:,13.671162605285645
frame,213,:,14.253654479980469
frame,214,:,13.814409255981445
frame,215,:,13.792694091796875
frame,216,:,13.612174034118652
frame,217,:,13.642340660095215
frame,218,:,13.823368072509766
frame,219,:,13.784096717834473
frame,220,:,13.84395694732666
frame,221,:,13.605772018432617
frame,222,:,13.74344539642334
frame,223,:,13.587468147277832
frame,224,:,13.237523078918457
frame,225,:,13.22443675994873
frame,226,:,13.219099044799805
frame,227,:,13.371670722961426
frame,228,:,13.355049133300781
frame,229,:,13.132268905639648
frame,230,:,13.292875289916992
frame,231,:,13.345782279968262
frame,232,:,13.460331916809082
frame,233,:,13.240361213684082
frame,234,:,13.941802024841309
frame,235,:,13.423995971679688
frame,236,:,12.837610244750977
frame,237,:,12.564187049865723
frame,238,:,12.680062294006348
frame,239,:,12.64804744720459
frame,240,:,12.622920036315918
frame,241,:,12.571205139160156
frame,242,:,12.454018592834473
frame,243,:,12.48255729675293
frame,244,:,12.824410438537598
frame,245,:,12.063336372375488
frame,246,:,12.663700103759766
frame,247,:,12.581853866577148
frame,248,:,12.482102394104004
frame,249,:,12.887450218200684
frame,250,:,12.465794563293457
frame,251,:,12.589120864868164
frame,252,:,12.684662818908691
frame,253,:,12.903833389282227
frame,254,:,12.503491401672363
frame,255,:,12.948522567749023
frame,256,:,13.078686714172363
frame,257,:,12.889046669006348
frame,258,:,13.05944538116455
frame,259,:,12.631721496582031
frame,260,:,13.073836326599121
frame,261,:,12.958115577697754
frame,262,:,12.607368469238281
frame,263,:,12.924325942993164
frame,264,:,12.646886825561523
frame,265,:,12.395994186401367
frame,266,:,12.364310264587402
frame,267,:,12.640358924865723
frame,268,:,12.516834259033203
frame,269,:,12.43494701385498
frame,270,:,12.829127311706543
frame,271,:,12.678558349609375
frame,272,:,12.613419532775879
frame,273,:,12.466602325439453
frame,274,:,12.73210334777832
frame,275,:,12.483139991760254
frame,276,:,12.61060619354248
frame,277,:,12.667628288269043
frame,278,:,12.976357460021973
frame,279,:,12.82095718383789
frame,280,:,12.565732955932617
